f,F,tB,tG,t12,t13,sigfact,KG,KY,KL,tA,sina+b,yv,mWblh/mWSM,mh,mA,mH,,mH+,mphi,mphi+,meta,meta+,msigma,mT,mB,mTb5,mTb2,mT5,mT6,rDShgg,iDShgg,rShgg,iShgg,rDShyy,iDShyy,rShyy,iShyy,rDSHgg,iDSHgg,rSHgg,iSHgg,rDSHyy,iDSHyy,rSHyy,iSHyy,rDSAgg,iDSAgg,rSAgg,iSAgg,rDSAyy,iDSAyy,rSAyy,iSAyy,Cyy,Cgg,CWW,CZZ,Cbb,Ctata,muhyy,muAyy,muHyy,muhtata,muAtata,muHtata,muhWW,muHWW
2124.41,2890.07,2.02559,3.84271,3.44452,3.61654,5.87975,0.377908,0.132052,4.69013,0.385183,0.99256,0.999651,1.00084,125.336,337.338,354.398,337.338,690.706,690.706,30,477.72,4909.19,8145.6,8074.11,7753.95,7753.95,7970.65,7753.95,4783.65,4783.65,0.000595222,0,-0.622786,-0.0558283,-0.107392,0,-6.66742,0,-0.000231249,0,0.399911,0.0169486,-0.0289822,0,-1.60526,-0,0,0.000641769,-0.00368012,-0.999035,0,-0.00171138,-2.65103,0,1.01086,0.967363,0.990613,0.989784,1.04411,1.04411,0.936806,0.46181,0.00692242,0.961476,5.84511e-08,0,0.904288,0.000226256,
2883.73,4003.73,4.41033,1.63318,2.75906,1.96324,1.38687,1.84085,1.73688,4.43273,0.0993139,0.947563,1.00035,1.00014,125.323,336.333,619.731,336.333,1324.43,1324.43,30,2352.62,10439.7,4819.38,4847.13,4557.04,4557.04,5137.41,4557.04,3592.74,3592.74,0.00157376,0,-0.628725,-0.054322,-1.50818,0,-7.69269,0,0.000146001,0,-0.0479312,-0.0729732,-1.23252,0,-1.70661,-0,0,0.000782125,-0.00169567,-0.444644,0,-0.00208567,-1.1797,0,1.16557,0.975641,0.946086,0.945953,1.01504,1.01504,1.32847,0.0978739,6.70202e-06,0.969572,1.94837e-08,0,0.875169,0,
2987.68,4517.62,4.8417,4.71393,0.157368,3.37852,1.00943,2.98974,2.56438,2.92737,0.0886785,0.947137,0.99988,1.0004,124.664,349.101,752.968,349.101,3242.34,3242.34,30,2961.21,11702.8,16651.2,16651.1,2588.5,2588.5,2693.84,2588.5,8660.64,8660.64,0.00274538,0,-0.625984,-0.0544733,-1.64653,0,-7.80755,0,0.000317049,0,-0.0314888,-0.083311,-1.73492,-1.86457,-3.08149,-0,0,0.00152337,0.0989043,-0.506925,0,-0.00406231,-1.37298,0,1.1874,0.972625,0.946142,0.945768,1.00922,1.00922,1.39364,0.0536775,0.000178983,0.985899,0,0,0.843509,0,
2207.15,4062.18,7.0627,3.3193,3.49085,2.36229,1.00091,1.87622,4.85037,4.86868,0.0905981,0.981491,1.00021,1.00047,124.15,537.381,942.948,537.381,1697.7,1697.7,30,3004.08,9950.5,5200.25,5231.16,5028.89,5028.89,5487.65,5028.89,5434.31,5434.31,0.00130357,0,-0.598166,-0.0543867,-1.81632,0,-8.31614,0,5.33166e-05,0,-0.00360433,-0.0231543,-0.693906,0,-0.984378,-0,0,0.000423924,0.192801,-0.0878658,0,-0.00113046,-0.56541,0,1.2675,0.929957,0.97922,0.978759,1.00022,1.00022,1.49565,1.26156e-05,0,0.924525,0,0,0.812926,0,
1699.7,3838.05,1.52821,4.16093,2.5566,1.09825,19.328,1.99631,3.32538,0.431671,0.573269,0.997824,1.00065,1.00063,124.983,344.835,349.923,344.835,1704.16,1704.16,30,1911.21,5936.45,2183.39,2201.37,2050.12,2050.12,2781.49,2050.12,6001.42,6001.42,0.00618553,0,-0.582432,-0.0551923,-0.0703051,0,-6.74753,0,-0.00404349,0,0.614224,0.0138903,-0.00380272,0,-1.89989,-0,0,0.0104779,-0.00470402,-1.67534,0,-0.027941,-4.45077,0,1.02379,0.904567,0.993618,0.992988,1.02623,1.02623,0.888981,0.765736,0.0382482,0.867366,1.94837e-08,0,0.811169,0.000392877,
2412.75,2894.51,4.38788,0.698569,2.54636,1.89762,1.61211,3.54331,4.46002,4.28918,0.0973429,0.945254,1.00214,0.999473,124.094,328.903,619.452,328.903,1366.26,1366.26,30,3153.7,9470.57,3708.88,3744.51,3485.37,3485.37,3969.52,3485.37,2596.49,2596.49,0.00260041,0,-0.615067,-0.0551141,-1.69845,0,-7.85593,0,0.000245015,0,-0.0477116,-0.0727609,-1.51048,0,-1.98476,-0,0,0.00134415,-0.00177478,-0.416635,0,-0.00358441,-1.10477,0,1.19538,0.954344,0.940976,0.941472,1.01085,1.01085,1.38178,0.14123,6.70202e-06,0.982302,1.13514e-07,0,0.769056,0,
2315.42,4641.17,1.13841,2.12789,3.55415,1.84691,2.4163,4.94483,0.366496,2.08741,0.846519,0.999829,1.0005,1.00024,124.182,351.864,352.287,351.864,2389.1,2389.1,30,867.196,2590.58,5977.06,5991.77,5767.82,5767.82,6570.15,5767.82,4371.06,4371.06,0.000963042,0,-0.606805,-0.0548019,-0.0482938,0,-6.68367,0,-0.000875052,0,0.899085,0.0293843,-0.00154812,0,-2.47506,-0,0,0.00192961,0.541794,-2.13127,0,-0.00514563,-5.84721,0,1.01823,0.943024,0.997447,0.997205,1.00799,1.00799,0.974053,0.795797,0.131981,0.946755,0,0,0.850446,4.95482e-05,
2676.84,3981.82,3.98271,2.60764,0.0813403,2.58221,1.16722,2.08948,2.52969,2.26003,0.100593,0.937836,1.00006,1.00036,124.771,306.682,551.271,306.682,1692.27,1692.27,30,2634.12,7885.96,22568.2,22568.2,1829.66,1829.66,1954.41,1829.66,4657.56,4657.56,0.00515297,0,-0.627316,-0.0549634,-0.593588,0,-6.66864,0,0.000497047,0,-0.0668994,-0.0744004,-0.697216,0,-1.36275,-0,0,0.00360072,-0.00221047,-0.395196,0,-0.00960192,-1.04621,0,1.01348,0.974455,0.936459,0.936117,1.01962,1.01962,1.00544,0.482569,5.12507e-06,0.993744,9.25052e-06,0,0.825845,0,
2163.09,4206.9,1.74714,3.617,1.91891,0.0570952,14.6941,3.34368,0.590221,3.8416,0.477342,0.995939,1.00026,1.00047,125.584,343.873,353.383,343.873,2402.93,2402.93,30,1027.26,7126.45,1458.52,1468.72,1302.47,1302.47,22849.5,1302.47,5979.72,5979.72,0.0092044,0,-0.621664,-0.0553778,-0.150909,0,-6.73359,0,-0.00464165,0,0.514532,0.019461,-0.00907103,0,-1.74612,-0,0,0.0157798,-0.00412379,-1.35416,0,-0.0420794,-3.59639,0,1.01901,0.964718,0.993496,0.993029,1.03856,1.03856,0.95193,0.536006,0.0169325,0.945013,1.94837e-08,0,0.9215,0.000278018,
2075.56,3181.72,5.86284,4.07087,1.65049,4.36816,1.01753,0.750747,2.6605,4.93407,0.0893064,0.965581,0.999837,1.00076,124.678,424.009,877.799,424.009,1040.81,1040.81,30,2090.87,9365.07,5191.57,5182.19,4432.15,4432.15,4532.8,4432.15,5328.94,5328.94,0.00158165,0,-0.593649,-0.0540175,-2.87291,0,-9.26315,0,0.00012525,0,-0.0104879,-0.047828,-2.72659,-1.7063,-3.64886,-0,0,0.000636425,0.246012,-0.239993,0,-0.00169713,-0.915948,0,1.40874,0.922733,0.963405,0.962668,1.00101,1.00101,1.81255,0.000114797,0.0296482,0.895893,0,0,0.807862,0,
