1482.73 	 1880.38 	 124.489 	 125.533 	 125.798 	 1.00845 	 3.49446 	 3.0248 	 1.19627 	 21.5815 	 0.226726 	 4.84601 	 2.56952 	 0.772054 	 1.38726 	 0.79394 	 0.791105 	 1.74872 	 1.74872 	 0.705407 	 0.646689 	 0.705458 	 1.57184 	 2.98405 	 0.245846 	 0.708232 	 0.272871 	 
2942.15 	 4511.81 	 124.409 	 125.911 	 125.953 	 1.00403 	 2.33345 	 2.48991 	 0.237452 	 11.0289 	 0.0195498 	 4.14369 	 0.997267 	 0.983822 	 1.22133 	 0.970818 	 0.970322 	 1.30986 	 1.30986 	 0.99599 	 0.53301 	 0.234471 	 1.30734 	 2.72249 	 0.77935 	 0.923735 	 0.0357904 	 
840.698 	 4490.03 	 125.079 	 126.503 	 127.137 	 1.0152 	 3.28679 	 4.38841 	 0.882082 	 23.7173 	 4.74291 	 2.75224 	 2.85627 	 0.941639 	 0.733882 	 0.668627 	 0.667889 	 1.73934 	 1.73934 	 0.506597 	 1.15885 	 1.90417 	 0.906353 	 3.7035 	 0.174185 	 0.355233 	 0.694426 	 
2237.36 	 3717.48 	 124.945 	 126.608 	 127.591 	 1.02049 	 2.82841 	 1.12302 	 4.56768 	 7.98415 	 1.17699 	 4.65462 	 4.05461 	 0.5037 	 1.75971 	 0.633142 	 0.632535 	 1.91003 	 1.91003 	 0.532743 	 0.542766 	 0.495204 	 1.96356 	 2.65866 	 0.0195643 	 0.672016 	 0.234506 	 
2300.98 	 2507.35 	 124.435 	 127.156 	 127.16 	 1.0017 	 1.94689 	 1.07576 	 0.413282 	 9.73649 	 1.86839 	 2.20723 	 1.35039 	 1.10034 	 0.930314 	 0.994603 	 0.993652 	 1.06063 	 1.06063 	 1.03553 	 0.568345 	 0.119867 	 0.983422 	 2.73112 	 1.04902 	 0.873665 	 0.00220768 	 
2712.45 	 2935.08 	 124.45 	 124.976 	 127.029 	 1.01663 	 4.2232 	 1.38906 	 2.59315 	 16.6534 	 4.57048 	 2.49239 	 0.93608 	 0.0656989 	 1.71311 	 0.208845 	 0.208554 	 1.76975 	 1.76975 	 0.0749417 	 0.521598 	 0.755901 	 1.98798 	 2.71914 	 0.110723 	 0.233737 	 0.504556 	 
2301.08 	 3099.61 	 124.435 	 127.746 	 127.876 	 1.01051 	 3.31683 	 3.15408 	 0.107668 	 22.8481 	 1.32036 	 3.84805 	 3.74095 	 1.0915 	 1.20631 	 0.960496 	 0.959203 	 1.35203 	 1.35203 	 1.06836 	 0.56044 	 0.28819 	 1.30378 	 2.65326 	 0.694725 	 0.890325 	 0.057769 	 
2532.31 	 4610.3 	 124.316 	 125.192 	 125.292 	 1.00476 	 3.27108 	 2.55403 	 2.00288 	 19.4872 	 4.40048 	 1.13857 	 2.82411 	 0.952644 	 1.45745 	 0.895571 	 0.894925 	 1.58397 	 1.58397 	 0.975405 	 0.541643 	 0.451124 	 1.60285 	 2.7845 	 0.456327 	 0.864222 	 0.125811 	 
2517.71 	 2914.28 	 124.365 	 125.964 	 126.466 	 1.01442 	 4.10822 	 1.27147 	 2.90801 	 3.9256 	 4.17392 	 2.78501 	 2.35641 	 0.655875 	 1.6886 	 0.763904 	 0.762766 	 1.81524 	 1.81524 	 0.690425 	 0.536462 	 0.584212 	 1.88604 	 2.69795 	 0.138653 	 0.770918 	 0.256528 	 
1660.58 	 4178.29 	 125.664 	 126.727 	 126.738 	 1.00167 	 4.81771 	 1.82459 	 4.10448 	 5.95327 	 4.44778 	 3.35443 	 3.57695 	 1.26439 	 0.901541 	 0.981439 	 0.980304 	 1.16002 	 1.16002 	 1.07354 	 0.616418 	 0.18054 	 0.939323 	 2.87027 	 0.934629 	 0.853925 	 0.0138517 	 
1916.27 	 2063.89 	 124.409 	 127.06 	 127.676 	 1.02057 	 3.1115 	 0.175986 	 4.80674 	 8.84618 	 4.71814 	 4.21623 	 0.991918 	 0.734809 	 1.50737 	 0.813862 	 0.811891 	 1.72646 	 1.72646 	 0.727404 	 0.57406 	 0.576966 	 1.6849 	 2.6958 	 0.2248 	 0.776955 	 0.257675 	 
1676.26 	 3931.11 	 124.574 	 124.951 	 125.153 	 1.00443 	 2.13882 	 0.747378 	 1.38921 	 23.1341 	 3.07435 	 2.94604 	 3.05457 	 0.580263 	 1.63937 	 0.646709 	 0.646239 	 1.90788 	 1.90788 	 0.57756 	 0.610247 	 0.756177 	 1.86396 	 2.95411 	 0.0463266 	 0.625858 	 0.294169 	 
2155.33 	 2177.61 	 124.334 	 125.652 	 127.208 	 1.02303 	 4.67209 	 2.92568 	 2.77433 	 20.3766 	 3.83141 	 2.27166 	 1.28293 	 0.302182 	 1.79892 	 0.46582 	 0.464681 	 1.93908 	 1.93908 	 0.325541 	 0.544822 	 0.382911 	 2.06352 	 2.71219 	 0.00112581 	 0.487898 	 0.154844 	 
2293.83 	 4116.61 	 124.027 	 126.197 	 126.197 	 1.00014 	 1.10633 	 1.03607 	 3.04295 	 5.4868 	 3.16594 	 3.44021 	 0.942677 	 1.11917 	 0.862987 	 0.99363 	 0.993802 	 0.990411 	 0.990411 	 1.04847 	 0.564574 	 0.091987 	 0.924038 	 2.78079 	 1.139 	 0.831747 	 2.27042e-05 	 
2119.26 	 3956.65 	 124.632 	 125.104 	 125.104 	 1.00021 	 3.06551 	 1.7153 	 4.14536 	 22.194 	 4.25232 	 2.12026 	 3.77086 	 1.29379 	 0.883284 	 0.994145 	 0.9932 	 1.03547 	 1.03547 	 1.18449 	 0.56625 	 0.108973 	 0.929139 	 2.86352 	 1.10722 	 0.859726 	 0.000928319 	 
1879.1 	 2869.53 	 124.911 	 125.856 	 126.564 	 1.0131 	 3.49901 	 1.65135 	 1.48382 	 10.0709 	 1.08355 	 1.10833 	 3.43168 	 0.436091 	 1.73699 	 0.573131 	 0.572126 	 1.94062 	 1.94062 	 0.452286 	 0.576181 	 0.504212 	 1.95804 	 2.80083 	 0.00621793 	 0.599051 	 0.213653 	 
2106.52 	 4209.18 	 125.246 	 125.289 	 126.339 	 1.00337 	 1.77269 	 1.12094 	 4.14816 	 3.15554 	 1.4121 	 4.4196 	 1.42897 	 0.00267107 	 1.33985 	 0.0394396 	 0.0394237 	 1.37623 	 1.37623 	 0.00313061 	 0.560266 	 0.959548 	 1.55534 	 2.83262 	 0.443348 	 0.0481305 	 0.785347 	 
1885.58 	 4471.45 	 125.052 	 127.992 	 128.023 	 1.00487 	 4.40312 	 3.8867 	 4.29637 	 20.0582 	 1.1744 	 4.14533 	 1.11664 	 1.10936 	 0.97136 	 0.982822 	 0.981873 	 1.17471 	 1.17471 	 0.999465 	 0.594866 	 0.181448 	 1.02582 	 2.73003 	 0.898401 	 0.868043 	 0.0166626 	 
2443.63 	 4340.61 	 124.369 	 124.832 	 124.921 	 1.00327 	 3.47609 	 2.97378 	 0.729911 	 5.68771 	 0.0756739 	 0.969567 	 0.327483 	 0.724002 	 1.57847 	 0.835837 	 0.835142 	 1.71503 	 1.71503 	 0.748942 	 0.545079 	 0.519421 	 1.75089 	 2.82077 	 0.30048 	 0.822267 	 0.185797 	 
1767.78 	 3412.9 	 124.356 	 126.666 	 127.817 	 1.02626 	 4.69571 	 3.89956 	 3.37287 	 21.7413 	 2.16294 	 4.99034 	 0.853236 	 0.565071 	 1.6204 	 0.671598 	 0.670546 	 1.86505 	 1.86505 	 0.565822 	 0.580969 	 0.600231 	 1.84366 	 2.71431 	 0.0430497 	 0.645788 	 0.296205 	 
1860.29 	 4940.5 	 125.794 	 126.918 	 127.644 	 1.01437 	 3.28845 	 4.22273 	 0.456191 	 2.64675 	 1.25888 	 1.01874 	 4.0653 	 0.469491 	 1.70694 	 0.608398 	 0.607959 	 1.92061 	 1.92061 	 0.482718 	 0.575392 	 0.507558 	 1.87674 	 2.73417 	 0.0143645 	 0.668248 	 0.2455 	 
1025.09 	 2190.56 	 124.059 	 126.628 	 126.767 	 1.00962 	 2.4285 	 4.58025 	 3.93303 	 16.8405 	 2.38018 	 3.50101 	 0.642817 	 1.10757 	 0.653637 	 0.927309 	 0.924813 	 1.3328 	 1.3328 	 0.66986 	 0.884837 	 0.383974 	 0.802099 	 3.31684 	 0.74533 	 0.507013 	 0.0822608 	 
